event_type,day_of_week,time_slot,weather,marketing_effort,social_media_reach,venue_capacity,is_holiday,competing_event,past_avg_attendance,attendance
Technical,Friday,Afternoon,Cloudy,Medium,5648,500,1,1,121.1,182
Cultural,Sunday,Afternoon,Sunny,Low,992,200,1,1,132.6,200
Sports,Sunday,Evening,Rainy,Low,3825,150,0,0,159.8,118
Cultural,Sunday,Evening,Cloudy,Medium,5232,300,0,0,141.4,296
Technical,Friday,Evening,Sunny,Low,3873,750,0,0,289.9,411
Sports,Monday,Morning,Rainy,Low,3894,500,0,1,248.8,125
Fest,Saturday,Evening,Rainy,Low,2305,1500,0,0,1190.0,1500
Fest,Friday,Afternoon,Cloudy,Medium,7891,300,0,0,153.9,300
Fest,Friday,Morning,Cloudy,Medium,1917,100,0,1,110.0,100
Fest,Tuesday,Evening,Sunny,Medium,5605,2000,0,0,1439.4,2000
Technical,Tuesday,Evening,Sunny,Low,5273,500,1,1,278.1,223
Technical,Wednesday,Evening,Sunny,Medium,595,2000,0,0,742.9,638
Seminar,Tuesday,Afternoon,Sunny,Medium,5660,300,0,1,86.9,106
Technical,Sunday,Afternoon,Cloudy,Low,1823,500,0,1,139.7,150
Fest,Tuesday,Evening,Cloudy,Medium,1286,300,1,0,296.0,300
Technical,Thursday,Afternoon,Cloudy,Medium,1714,100,0,1,64.8,100
Workshop,Wednesday,Afternoon,Sunny,High,2171,500,0,0,81.5,161
Seminar,Friday,Morning,Rainy,High,3352,150,0,0,79.7,133
Workshop,Friday,Morning,Sunny,Medium,4719,100,1,0,20.0,100
Sports,Friday,Evening,Sunny,Medium,1980,200,1,0,52.4,178
Cultural,Saturday,Evening,Sunny,Medium,1373,300,0,0,180.6,300
Workshop,Thursday,Afternoon,Cloudy,High,5895,100,0,0,80.0,100
Fest,Friday,Afternoon,Sunny,Medium,5414,1500,0,0,1135.6,1500
Cultural,Friday,Morning,Sunny,High,3205,300,0,1,113.5,227
Cultural,Sunday,Afternoon,Sunny,Low,2449,150,0,1,112.4,150
Seminar,Monday,Afternoon,Sunny,Low,1241,1500,0,0,457.8,248
Sports,Saturday,Afternoon,Rainy,High,568,300,0,0,20.0,104
Fest,Saturday,Morning,Rainy,Low,2709,100,0,0,96.0,100
Workshop,Wednesday,Morning,Sunny,Medium,6327,2000,0,0,529.8,356
Cultural,Monday,Afternoon,Cloudy,Low,2913,300,0,0,138.3,216
Sports,Monday,Evening,Cloudy,Low,1580,200,0,0,128.8,186
Sports,Tuesday,Morning,Cloudy,Medium,1726,1000,0,0,520.0,444
Seminar,Saturday,Afternoon,Sunny,Low,4918,500,1,0,132.8,186
Seminar,Monday,Afternoon,Rainy,Low,5213,100,0,0,20.0,100
Seminar,Saturday,Evening,Sunny,High,4663,750,0,0,221.4,296
Workshop,Sunday,Morning,Sunny,Low,5265,1500,0,0,443.5,282
Cultural,Thursday,Evening,Sunny,Low,4740,100,0,0,110.0,100
Technical,Friday,Afternoon,Sunny,Medium,1371,2000,1,0,872.9,1104
Technical,Thursday,Morning,Sunny,Low,5185,1500,0,0,619.8,432
Seminar,Wednesday,Morning,Cloudy,Medium,2736,750,1,0,213.2,166
Seminar,Monday,Evening,Sunny,Low,3959,2000,0,1,472.9,205
Sports,Monday,Afternoon,Cloudy,Low,1849,2000,0,1,910.2,468
Cultural,Sunday,Morning,Rainy,Medium,4708,200,0,0,199.1,200
Cultural,Sunday,Morning,Sunny,High,3741,500,0,1,337.6,406
Cultural,Friday,Evening,Cloudy,Medium,4050,200,0,0,87.5,200
Cultural,Wednesday,Evening,Rainy,Medium,284,1000,0,0,452.7,364
Sports,Tuesday,Evening,Cloudy,High,4227,150,0,0,165.0,150
Fest,Tuesday,Morning,Sunny,Low,5154,200,0,0,152.3,200
Fest,Tuesday,Morning,Cloudy,Low,2190,150,0,1,20.4,83
Seminar,Monday,Afternoon,Sunny,Low,4744,1000,0,0,249.8,160
Cultural,Monday,Afternoon,Cloudy,Medium,2847,150,0,0,20.0,109
Workshop,Saturday,Evening,Rainy,Medium,6317,750,0,1,198.7,164
Fest,Monday,Evening,Sunny,Medium,100,300,0,1,206.7,300
Cultural,Saturday,Morning,Sunny,Low,5942,750,0,0,370.0,475
Cultural,Thursday,Afternoon,Cloudy,Low,5642,200,0,0,83.4,142
Seminar,Sunday,Evening,Sunny,High,3132,1500,0,0,294.5,371
Workshop,Saturday,Morning,Cloudy,Medium,7775,750,0,0,124.3,155
Fest,Monday,Afternoon,Sunny,Medium,1554,1000,0,1,772.7,702
Technical,Wednesday,Evening,Rainy,Medium,6037,1000,0,0,339.4,325
Technical,Saturday,Morning,Rainy,High,2599,1500,0,0,661.9,726
Seminar,Friday,Morning,Sunny,Low,2204,2000,0,0,485.3,225
Fest,Tuesday,Evening,Sunny,High,100,150,0,0,150.9,150
Technical,Sunday,Morning,Sunny,High,2085,2000,0,1,837.0,803
Seminar,Wednesday,Afternoon,Cloudy,Medium,3176,150,1,0,20.5,121
Seminar,Saturday,Morning,Cloudy,Medium,4899,300,0,1,64.4,109
Cultural,Wednesday,Evening,Cloudy,Medium,3272,100,0,0,32.0,100
Sports,Saturday,Afternoon,Cloudy,Medium,4276,1500,0,0,612.4,807
Workshop,Tuesday,Afternoon,Sunny,Low,3045,200,0,1,110.2,110
Sports,Wednesday,Morning,Rainy,Medium,7307,750,1,0,391.5,318
Workshop,Friday,Morning,Sunny,High,810,1000,0,0,210.5,210
Seminar,Sunday,Evening,Rainy,High,2837,500,0,0,148.2,164
Fest,Wednesday,Evening,Rainy,Low,5314,1000,0,0,806.0,847
Technical,Monday,Evening,Sunny,High,2654,500,0,0,267.9,415
Fest,Monday,Afternoon,Rainy,Medium,4644,150,0,0,155.3,150
Workshop,Thursday,Evening,Sunny,Medium,5804,150,0,0,87.7,150
Seminar,Friday,Morning,Rainy,Medium,3961,2000,1,0,558.9,285
Fest,Tuesday,Morning,Sunny,High,9025,300,1,0,256.5,300
Technical,Tuesday,Morning,Cloudy,Medium,3749,1500,0,0,565.0,320
Cultural,Tuesday,Evening,Sunny,Low,5062,500,0,0,285.6,315
Workshop,Thursday,Afternoon,Rainy,Low,5474,200,0,0,121.9,139
Sports,Saturday,Morning,Sunny,Medium,4490,1000,0,0,484.4,701
Workshop,Sunday,Evening,Sunny,High,2278,750,0,0,183.0,251
Workshop,Monday,Evening,Rainy,Medium,4220,150,0,1,165.0,110
Cultural,Wednesday,Afternoon,Sunny,Medium,4619,200,0,0,179.6,200
Workshop,Thursday,Evening,Cloudy,Medium,5654,150,0,0,20.0,92
Fest,Sunday,Evening,Cloudy,High,3662,150,0,0,107.4,150
Workshop,Saturday,Afternoon,Sunny,Medium,4638,300,1,0,175.9,266
Workshop,Wednesday,Evening,Sunny,Medium,1095,500,1,0,227.5,232
Fest,Friday,Morning,Sunny,Medium,5144,1000,0,1,888.8,1000
Fest,Friday,Evening,Sunny,High,3591,300,0,0,217.9,300
Workshop,Friday,Morning,Sunny,Medium,4395,300,0,0,25.1,124
Workshop,Friday,Evening,Cloudy,Medium,2613,750,0,0,190.0,254
Workshop,Monday,Morning,Sunny,Medium,4239,750,0,0,164.6,179
Sports,Tuesday,Afternoon,Sunny,Medium,4806,200,1,0,161.8,200
Sports,Sunday,Morning,Sunny,Low,7519,1500,0,0,753.8,669
Sports,Wednesday,Morning,Sunny,High,1191,1500,0,0,755.9,875
Cultural,Monday,Evening,Cloudy,Medium,2003,1000,0,0,698.3,700
Workshop,Thursday,Afternoon,Sunny,Medium,2863,100,0,0,59.9,100
Seminar,Saturday,Morning,Sunny,Low,2990,2000,0,0,550.9,328
Workshop,Tuesday,Afternoon,Sunny,Medium,6678,500,0,0,167.6,192
Workshop,Friday,Afternoon,Sunny,High,2043,1500,0,0,513.0,523
Seminar,Saturday,Morning,Sunny,Medium,4788,150,1,0,20.0,114
Technical,Thursday,Evening,Cloudy,High,1807,2000,0,0,810.0,1185
Fest,Sunday,Morning,Cloudy,Medium,3382,300,0,0,158.4,251
Workshop,Saturday,Afternoon,Cloudy,Low,5516,1500,0,0,467.8,387
Seminar,Saturday,Evening,Sunny,High,1933,750,0,0,210.1,302
Technical,Tuesday,Morning,Sunny,Low,4035,1500,1,0,535.2,380
Technical,Tuesday,Afternoon,Sunny,High,2212,150,0,0,61.7,150
Seminar,Tuesday,Afternoon,Sunny,Low,708,100,0,0,44.7,100
Seminar,Thursday,Morning,Cloudy,High,2916,200,0,0,21.2,117
Cultural,Monday,Evening,Rainy,Medium,100,1500,1,0,916.5,773
Technical,Monday,Afternoon,Sunny,Low,2618,1000,0,0,358.0,321
Workshop,Saturday,Afternoon,Cloudy,Medium,4418,100,0,0,110.0,100
Workshop,Thursday,Evening,Cloudy,High,4212,100,0,0,20.0,100
Seminar,Tuesday,Afternoon,Sunny,High,5584,1000,0,0,243.1,218
Workshop,Friday,Morning,Sunny,Medium,3929,200,1,0,171.6,200
Seminar,Wednesday,Afternoon,Cloudy,Medium,8539,1000,0,0,165.5,129
Fest,Friday,Afternoon,Cloudy,High,6793,1500,0,0,1151.8,1500
Sports,Thursday,Evening,Cloudy,High,100,100,0,0,20.0,87
Fest,Thursday,Morning,Rainy,Medium,3375,750,0,0,567.0,543
Workshop,Thursday,Evening,Sunny,Medium,1274,200,0,0,79.7,134
Workshop,Sunday,Evening,Sunny,Low,3349,100,0,0,20.0,100
Technical,Wednesday,Evening,Sunny,Low,5605,1000,0,0,385.5,336
Seminar,Friday,Afternoon,Sunny,Medium,6547,300,0,1,27.7,90
Technical,Monday,Morning,Sunny,High,3270,500,0,0,127.3,204
Workshop,Tuesday,Afternoon,Cloudy,Medium,3188,150,0,1,24.0,68
Workshop,Saturday,Evening,Sunny,Medium,6331,200,1,0,34.9,156
Cultural,Monday,Evening,Cloudy,Medium,7058,2000,0,0,1151.6,1152
Technical,Saturday,Afternoon,Sunny,Medium,305,200,0,1,150.8,200
Seminar,Saturday,Morning,Rainy,Medium,3264,300,0,0,66.1,131
Workshop,Tuesday,Evening,Cloudy,Medium,3840,500,0,0,77.6,126
Workshop,Monday,Morning,Cloudy,Low,4553,2000,0,0,603.3,249
Seminar,Thursday,Morning,Sunny,Medium,3674,1500,0,0,194.0,201
Seminar,Friday,Afternoon,Cloudy,Low,6743,1000,0,0,193.8,195
Fest,Thursday,Morning,Rainy,Medium,3512,100,0,0,104.7,100
Sports,Thursday,Evening,Sunny,High,3068,2000,1,0,912.1,1771
Fest,Wednesday,Afternoon,Sunny,Low,2085,300,1,0,330.0,300
Cultural,Wednesday,Afternoon,Sunny,Low,2765,750,0,0,389.1,379
Seminar,Monday,Morning,Cloudy,High,4641,750,0,1,231.3,156
Sports,Sunday,Afternoon,Cloudy,Low,2407,150,0,0,40.0,111
Technical,Monday,Evening,Sunny,High,100,500,0,0,196.2,312
Workshop,Monday,Afternoon,Cloudy,Medium,3977,100,1,0,20.0,100
Sports,Wednesday,Afternoon,Sunny,Medium,4927,1000,0,0,403.8,464
Seminar,Thursday,Morning,Sunny,Medium,5163,750,0,0,176.0,165
Workshop,Tuesday,Morning,Cloudy,High,4062,200,0,1,20.0,83
Workshop,Saturday,Evening,Sunny,High,3971,200,0,0,33.0,143
Seminar,Tuesday,Morning,Sunny,High,4162,200,0,0,76.9,143
Technical,Friday,Afternoon,Cloudy,Low,3782,200,0,0,20.0,121
Technical,Saturday,Afternoon,Rainy,Low,8645,1000,0,0,368.3,328
Workshop,Tuesday,Evening,Cloudy,Medium,2762,1000,0,0,337.3,297
Workshop,Saturday,Evening,Sunny,High,1478,1500,1,0,366.0,565
Workshop,Saturday,Afternoon,Rainy,Medium,4592,1000,0,0,288.3,226
Fest,Tuesday,Evening,Sunny,Low,3242,300,0,0,294.2,300
Sports,Tuesday,Morning,Sunny,Low,7123,150,0,0,106.0,150
Fest,Friday,Afternoon,Cloudy,Medium,2781,500,0,0,388.6,500
Seminar,Saturday,Afternoon,Sunny,Medium,971,2000,0,0,350.9,325
Technical,Sunday,Morning,Sunny,Medium,2162,100,0,0,20.0,100
Sports,Sunday,Afternoon,Rainy,Medium,4287,2000,0,0,1011.9,790
Fest,Tuesday,Evening,Sunny,Medium,2325,1500,0,1,1194.1,1365
Cultural,Thursday,Afternoon,Sunny,Low,4396,150,0,0,40.4,117
Workshop,Tuesday,Evening,Rainy,Medium,5192,100,0,0,110.0,100
Technical,Saturday,Evening,Sunny,Medium,966,1000,0,0,365.6,579
Workshop,Monday,Afternoon,Sunny,Medium,2082,2000,0,0,491.7,344
Cultural,Thursday,Afternoon,Rainy,Low,5737,1500,1,0,809.4,561
Technical,Tuesday,Morning,Cloudy,High,1386,1500,1,0,578.4,536
Cultural,Wednesday,Evening,Sunny,Low,1780,2000,0,0,1178.0,1202
Seminar,Sunday,Afternoon,Cloudy,Medium,560,150,0,0,58.9,96
Seminar,Friday,Morning,Sunny,Low,3151,150,0,0,20.0,113
Cultural,Friday,Afternoon,Cloudy,Low,1111,200,0,0,100.8,200
Seminar,Sunday,Evening,Sunny,High,1367,1500,0,0,288.3,336
Cultural,Monday,Afternoon,Cloudy,Medium,6054,500,0,0,212.6,263
Seminar,Friday,Afternoon,Sunny,Medium,4048,1500,0,0,321.5,271
Technical,Tuesday,Morning,Sunny,Medium,4723,100,0,1,32.1,100
Cultural,Tuesday,Afternoon,Sunny,Medium,5275,100,0,0,20.0,100
Technical,Thursday,Morning,Cloudy,Medium,2063,100,0,0,20.0,100
Technical,Tuesday,Morning,Cloudy,High,4297,750,0,0,296.5,329
Seminar,Wednesday,Evening,Cloudy,Medium,5170,500,1,0,142.5,197
Sports,Tuesday,Morning,Cloudy,Low,718,2000,1,0,967.0,511
Seminar,Wednesday,Afternoon,Sunny,High,2786,200,0,0,84.0,164
Cultural,Saturday,Evening,Cloudy,Low,5284,1000,0,0,563.1,760
Fest,Friday,Evening,Sunny,Low,1281,300,0,0,251.1,300
Workshop,Monday,Evening,Sunny,Medium,4047,500,0,1,101.5,114
Technical,Thursday,Afternoon,Sunny,Medium,3952,750,0,1,436.3,361
Technical,Friday,Evening,Cloudy,Medium,3012,750,0,0,272.9,362
Workshop,Tuesday,Afternoon,Rainy,Medium,4425,750,0,0,186.2,167
Workshop,Friday,Evening,Sunny,Medium,3831,150,0,0,67.0,136
Cultural,Friday,Evening,Sunny,High,3061,500,0,0,339.1,500
Cultural,Wednesday,Morning,Cloudy,High,6255,300,1,0,293.9,300
Cultural,Monday,Evening,Rainy,Low,100,500,0,1,276.9,145
Workshop,Monday,Morning,Cloudy,Medium,572,1000,0,1,252.2,130
Sports,Sunday,Evening,Sunny,Medium,3644,1500,0,1,658.0,806
Fest,Tuesday,Afternoon,Rainy,Medium,2629,300,1,1,143.8,150
Sports,Wednesday,Morning,Sunny,High,1283,750,0,0,387.2,496
Seminar,Wednesday,Afternoon,Sunny,Medium,2844,1500,0,0,381.4,251
Technical,Friday,Afternoon,Sunny,Low,4104,300,0,0,122.8,147
Workshop,Sunday,Afternoon,Cloudy,Low,8091,1500,0,0,489.6,353
Seminar,Sunday,Afternoon,Cloudy,Medium,1298,150,0,0,33.2,80
Technical,Saturday,Morning,Sunny,Medium,7778,2000,0,0,955.3,1147
Technical,Saturday,Morning,Sunny,Low,2621,150,0,0,114.6,150
Technical,Wednesday,Afternoon,Sunny,High,3403,2000,0,0,911.1,912
Cultural,Sunday,Afternoon,Cloudy,High,4147,1500,0,0,850.7,1331
Sports,Sunday,Afternoon,Cloudy,Medium,5499,500,0,0,290.1,413
Fest,Monday,Evening,Cloudy,Medium,1575,300,0,0,189.0,300
Sports,Wednesday,Afternoon,Rainy,Low,1882,100,0,1,90.8,99
Fest,Monday,Morning,Sunny,High,4521,200,0,0,91.1,200
Fest,Tuesday,Evening,Sunny,Low,4356,500,0,0,398.1,500
Workshop,Wednesday,Afternoon,Cloudy,Medium,3187,750,0,0,97.3,155
Technical,Wednesday,Afternoon,Sunny,Low,614,1000,1,0,375.6,359
Cultural,Tuesday,Evening,Cloudy,High,100,150,0,0,23.8,95
Sports,Wednesday,Afternoon,Sunny,Medium,2702,150,0,1,160.0,150
Seminar,Tuesday,Afternoon,Rainy,High,1606,200,1,0,50.7,109
Technical,Tuesday,Evening,Sunny,Low,3936,750,0,0,302.6,313
Fest,Tuesday,Afternoon,Sunny,High,1081,300,0,1,325.7,300
Cultural,Thursday,Evening,Sunny,Low,9063,1000,0,0,597.7,640
Sports,Thursday,Evening,Rainy,Medium,4928,1000,0,0,450.6,504
Sports,Monday,Evening,Sunny,Medium,2938,2000,1,0,918.2,1043
Sports,Wednesday,Evening,Cloudy,High,5624,1500,0,0,692.1,1008
Sports,Thursday,Evening,Sunny,Medium,4255,100,0,0,110.0,100
Fest,Wednesday,Evening,Sunny,Medium,4350,1000,0,0,766.3,1000
Technical,Tuesday,Afternoon,Sunny,Low,3683,2000,0,0,894.7,603
Sports,Tuesday,Morning,Cloudy,Medium,2408,1500,0,0,697.6,549
Technical,Saturday,Evening,Sunny,Medium,3624,300,0,0,68.5,206
Fest,Wednesday,Afternoon,Sunny,Low,3154,750,0,0,476.1,712
Technical,Sunday,Afternoon,Rainy,Medium,5751,200,0,1,20.0,87
Cultural,Wednesday,Morning,Sunny,Low,5042,1000,0,0,522.6,454
Seminar,Monday,Morning,Sunny,Medium,771,100,0,0,110.0,100
Cultural,Thursday,Evening,Sunny,High,5774,300,0,0,259.3,300
Seminar,Wednesday,Afternoon,Sunny,Low,7228,1500,0,1,367.0,189
Seminar,Wednesday,Morning,Cloudy,Low,1773,300,0,0,70.5,102
Technical,Tuesday,Afternoon,Sunny,Low,6442,150,1,0,59.8,150
Sports,Tuesday,Morning,Rainy,Medium,8631,750,0,0,463.7,373
Cultural,Saturday,Afternoon,Cloudy,Low,4337,200,0,0,26.8,127
Technical,Wednesday,Afternoon,Sunny,Medium,1736,100,0,0,82.0,100
Seminar,Monday,Morning,Sunny,Medium,2316,750,0,1,155.1,131
Technical,Sunday,Evening,Sunny,Medium,1414,500,0,0,213.5,356
Workshop,Sunday,Morning,Rainy,High,348,2000,0,0,529.9,325
Cultural,Monday,Evening,Sunny,Medium,5510,300,0,0,196.3,299
Sports,Saturday,Afternoon,Sunny,Medium,100,300,0,0,174.5,300
Technical,Monday,Afternoon,Cloudy,Medium,3970,300,0,0,182.6,191
Sports,Saturday,Morning,Cloudy,Medium,3381,300,0,0,96.0,191
Workshop,Sunday,Evening,Cloudy,Low,1391,500,0,1,27.9,82
Technical,Tuesday,Afternoon,Sunny,Medium,4811,750,0,0,427.1,352
Sports,Saturday,Afternoon,Cloudy,Low,8219,1500,0,0,697.9,836
Technical,Sunday,Afternoon,Cloudy,High,5936,200,0,0,159.0,200
Cultural,Monday,Afternoon,Sunny,Medium,1566,500,0,0,335.2,430
Workshop,Tuesday,Evening,Sunny,Medium,3179,500,0,0,120.7,161
Fest,Sunday,Evening,Cloudy,Low,5199,300,0,0,192.6,300
Cultural,Thursday,Evening,Cloudy,Low,800,100,0,0,90.4,100
Fest,Sunday,Evening,Cloudy,Medium,1260,300,0,0,165.0,300
Sports,Wednesday,Morning,Rainy,Medium,4015,100,0,0,106.2,100
Seminar,Monday,Evening,Sunny,High,5850,2000,1,1,454.5,268
Seminar,Sunday,Evening,Sunny,High,6567,750,0,0,145.0,217
Technical,Thursday,Afternoon,Rainy,Medium,6566,1500,1,0,692.2,499
Cultural,Tuesday,Morning,Sunny,Low,1640,300,0,1,209.4,162
Cultural,Monday,Afternoon,Cloudy,High,100,100,0,0,52.1,100
Cultural,Monday,Morning,Rainy,Medium,3925,100,0,0,20.0,100
Technical,Thursday,Evening,Cloudy,Low,3462,1000,0,0,538.6,483
Cultural,Tuesday,Morning,Sunny,Medium,100,750,0,1,301.0,255
Technical,Sunday,Morning,Sunny,Medium,5815,1500,0,0,647.0,664
Cultural,Friday,Morning,Cloudy,High,3644,300,0,1,169.1,290
Cultural,Wednesday,Afternoon,Sunny,Low,107,2000,1,1,1087.1,928
Workshop,Saturday,Afternoon,Rainy,Low,3005,1000,0,0,207.2,172
Fest,Wednesday,Evening,Sunny,Medium,1353,500,0,0,410.4,500
Workshop,Tuesday,Afternoon,Sunny,Low,2539,200,1,1,138.4,120
Seminar,Tuesday,Evening,Cloudy,Medium,5537,2000,0,0,364.9,267
Cultural,Monday,Evening,Cloudy,Medium,5223,2000,0,0,1144.2,1259
Workshop,Friday,Morning,Sunny,Low,3586,750,0,0,145.5,157
Workshop,Saturday,Evening,Cloudy,High,1331,300,0,0,208.6,300
Technical,Saturday,Evening,Cloudy,Low,7600,500,0,0,198.3,233
Seminar,Tuesday,Afternoon,Sunny,Medium,6160,2000,0,0,396.8,235
Seminar,Thursday,Evening,Cloudy,Medium,1199,750,0,1,355.0,201
Fest,Sunday,Morning,Sunny,Medium,3701,1000,0,0,843.0,1000
Fest,Tuesday,Morning,Sunny,Low,3747,500,1,0,431.2,500
Cultural,Thursday,Afternoon,Sunny,Medium,2773,150,0,1,101.0,133
Workshop,Sunday,Evening,Rainy,High,5557,2000,0,0,599.1,476
Fest,Tuesday,Evening,Cloudy,Medium,2870,2000,0,0,1641.8,2000
Technical,Wednesday,Evening,Sunny,Medium,3997,1000,0,1,461.0,439
Sports,Saturday,Morning,Sunny,Medium,3460,300,0,1,65.1,155
Seminar,Thursday,Evening,Sunny,Medium,2839,750,0,0,280.6,237
Seminar,Thursday,Morning,Rainy,Low,5771,100,0,0,110.0,100
Fest,Sunday,Afternoon,Sunny,High,3028,150,0,0,165.0,150
Sports,Thursday,Morning,Rainy,Medium,7155,150,0,0,20.0,130
Cultural,Monday,Afternoon,Sunny,Medium,3218,200,1,1,35.0,108
Workshop,Thursday,Morning,Rainy,Medium,3061,750,0,0,192.1,145
Fest,Wednesday,Evening,Sunny,High,2424,100,0,0,95.2,100
Cultural,Sunday,Evening,Sunny,High,3075,150,0,0,24.8,150
Technical,Sunday,Morning,Cloudy,High,2649,1000,0,0,376.7,554
Fest,Wednesday,Afternoon,Cloudy,Low,2859,300,0,1,262.3,300
Workshop,Friday,Evening,Sunny,Medium,3462,150,0,0,94.8,150
Technical,Monday,Afternoon,Cloudy,Low,1063,500,0,0,236.3,221
Seminar,Tuesday,Evening,Cloudy,Medium,6290,750,0,1,238.3,173
Seminar,Sunday,Morning,Sunny,Medium,3529,1500,0,0,311.6,233
Cultural,Tuesday,Evening,Sunny,High,100,200,0,0,77.9,185
Seminar,Tuesday,Evening,Cloudy,Medium,2491,1000,0,0,218.7,202
Sports,Saturday,Evening,Cloudy,High,3699,200,0,1,124.0,200
Fest,Friday,Evening,Sunny,High,8166,1500,1,0,1240.3,1500
Cultural,Thursday,Evening,Rainy,Medium,8546,1500,0,0,893.6,717
Cultural,Tuesday,Morning,Rainy,High,5037,2000,1,1,1102.2,796
Fest,Friday,Evening,Sunny,Low,7420,150,1,0,97.4,150
Workshop,Wednesday,Evening,Sunny,Medium,276,1500,0,1,512.8,281
Fest,Friday,Afternoon,Cloudy,Low,2518,100,1,0,110.0,100
Sports,Friday,Afternoon,Rainy,Low,6519,300,0,0,20.0,130
Cultural,Wednesday,Evening,Cloudy,Medium,3370,1500,0,1,841.0,972
Fest,Wednesday,Morning,Sunny,Medium,1350,300,0,0,271.2,300
Technical,Friday,Afternoon,Cloudy,High,1002,150,0,0,20.0,112
Fest,Thursday,Afternoon,Sunny,Medium,2944,150,0,0,149.0,150
Workshop,Friday,Afternoon,Cloudy,Low,3486,1500,0,1,436.1,239
Cultural,Tuesday,Morning,Cloudy,Medium,100,300,0,0,71.7,96
Technical,Thursday,Evening,Cloudy,High,2148,750,1,0,345.6,485
Sports,Monday,Evening,Cloudy,Medium,5752,1500,0,0,706.6,788
Sports,Saturday,Morning,Sunny,Medium,4086,150,0,1,20.0,108
Workshop,Sunday,Morning,Sunny,Medium,4558,1000,0,1,356.4,223
Workshop,Thursday,Morning,Rainy,Medium,4564,1000,0,1,289.1,156
Seminar,Thursday,Morning,Rainy,Low,1360,150,0,0,20.1,96
Cultural,Tuesday,Morning,Sunny,Low,1690,300,0,1,190.9,162
Cultural,Thursday,Evening,Sunny,Medium,3690,300,0,1,268.7,300
Fest,Thursday,Morning,Sunny,Low,5135,750,0,1,622.1,558
Sports,Saturday,Afternoon,Cloudy,High,970,200,0,1,52.8,168
Seminar,Thursday,Afternoon,Sunny,High,3914,500,1,0,127.5,188
Workshop,Saturday,Afternoon,Sunny,High,3010,200,0,0,20.0,106
Seminar,Thursday,Morning,Rainy,High,100,1500,0,0,437.8,241
Seminar,Friday,Afternoon,Sunny,Medium,6163,750,0,1,130.2,153
Technical,Monday,Morning,Sunny,Medium,5790,100,0,1,20.0,97
Workshop,Tuesday,Afternoon,Sunny,Low,4308,750,0,0,301.8,200
Sports,Saturday,Morning,Rainy,High,1843,200,0,1,161.0,193
Technical,Wednesday,Morning,Cloudy,Low,1609,2000,0,1,937.0,420
Technical,Sunday,Afternoon,Cloudy,Medium,1608,500,0,1,286.4,298
Technical,Sunday,Morning,Rainy,High,6215,1000,0,0,478.2,356
Fest,Sunday,Evening,Sunny,Low,1973,200,0,0,179.5,200
Cultural,Monday,Afternoon,Sunny,Low,889,1500,0,1,845.4,541
Technical,Monday,Evening,Rainy,Low,7360,1000,0,0,488.3,309
Workshop,Saturday,Afternoon,Sunny,High,7713,750,0,0,110.8,231
Seminar,Friday,Evening,Rainy,High,2296,500,0,0,71.1,132
Technical,Wednesday,Afternoon,Cloudy,Low,3352,150,0,0,20.0,108
Workshop,Saturday,Afternoon,Sunny,High,1956,500,1,0,220.9,423
Fest,Wednesday,Afternoon,Cloudy,Low,4402,100,0,0,86.0,100
Fest,Saturday,Afternoon,Sunny,High,6903,750,0,0,628.8,750
Cultural,Friday,Evening,Cloudy,Medium,4185,1500,1,1,786.2,1074
Fest,Monday,Morning,Cloudy,Low,539,750,0,0,529.1,523
Seminar,Tuesday,Evening,Sunny,Low,2904,300,0,1,125.8,128
Cultural,Sunday,Afternoon,Sunny,Low,3339,1000,0,0,581.3,637
Workshop,Tuesday,Morning,Sunny,Low,4025,150,1,0,20.0,103
Seminar,Monday,Morning,Rainy,Medium,1875,300,0,0,20.0,89
Workshop,Friday,Morning,Cloudy,High,1450,200,1,0,62.5,136
Fest,Tuesday,Evening,Sunny,Low,4782,300,1,1,208.1,279
Seminar,Wednesday,Evening,Sunny,Medium,6269,500,1,0,88.0,150
Technical,Tuesday,Morning,Sunny,Low,3251,200,0,0,127.0,177
Cultural,Tuesday,Evening,Sunny,High,3494,200,0,1,44.6,131
Technical,Saturday,Afternoon,Cloudy,Low,4367,200,0,0,129.0,193
Technical,Thursday,Afternoon,Cloudy,Medium,3303,500,0,0,261.1,327
Technical,Monday,Morning,Cloudy,Medium,4157,100,0,0,55.1,100
Fest,Friday,Morning,Sunny,High,2345,300,0,0,152.9,300
Cultural,Tuesday,Morning,Sunny,Low,3823,100,0,0,49.9,100
Sports,Monday,Evening,Cloudy,Medium,3016,300,0,0,163.4,219
Technical,Friday,Morning,Rainy,Medium,3462,150,0,0,50.1,103
Workshop,Sunday,Afternoon,Sunny,Low,2783,500,0,0,205.9,242
Workshop,Saturday,Afternoon,Sunny,Low,3150,1000,0,0,266.0,283
Fest,Wednesday,Morning,Sunny,Medium,3219,1500,0,0,1283.6,1500
Sports,Thursday,Evening,Rainy,Medium,5026,2000,0,0,1036.9,729
Technical,Friday,Morning,Sunny,Medium,100,300,0,0,65.7,124
Technical,Tuesday,Evening,Cloudy,Medium,6503,100,0,1,50.3,100
Fest,Sunday,Evening,Cloudy,High,2920,1500,0,0,1117.3,1500
Fest,Wednesday,Morning,Sunny,Medium,1739,300,0,0,246.0,300
Cultural,Saturday,Morning,Sunny,High,2917,2000,0,0,1159.4,2000
Fest,Thursday,Afternoon,Cloudy,Medium,2923,2000,0,1,1715.5,2000
